distancia_ejes_mm,holgura_guia_mm,masa_cuerpo_g,cumple,num_fallos
189.7797,0.3283,51.2001,1,0
189.8412,0.4092,51.1922,1,0
190.2011,0.3945,51.1316,1,0
190.1701,0.3586,50.7198,1,0
189.9716,0.4769,51.4788,1,0
189.9597,0.3818,51.2812,1,0
190.278,0.5174,51.0726,1,0
189.9803,0.309,51.4049,1,0
190.1579,0.4941,52.3287,1,0
189.7807,0.4512,51.3248,1,0
190.1072,0.3812,50.4176,1,0
189.9475,0.473,51.036,1,0
190.1657,0.4214,51.5315,1,0
190.0275,0.4379,51.0534,1,0
190.2385,0.5527,51.3726,1,0
189.8955,0.4023,50.2157,1,0
190.1951,0.4296,50.3236,1,0
190.0153,0.4062,51.2136,1,0
189.7286,0.321,50.9827,1,0
190.0086,0.3601,51.5823,1,0
190.2372,0.4743,51.6037,1,0
190.0578,0.3803,51.4669,1,0
190.0155,0.4748,51.1567,1,0
190.1297,0.3556,51.0627,1,0
190.2331,0.4675,50.9078,1,0
190.1163,0.2705,51.3118,1,0
190.0021,0.5205,50.8074,1,0
190.0915,0.424,50.9985,1,0
190.0323,0.4865,50.5682,1,0
190.0428,0.461,50.7949,1,0
190.1541,0.2137,51.3006,1,0
189.7768,0.5859,51.4293,1,0
190.0899,0.5129,51.3674,1,0
189.8624,0.4214,51.7026,1,0
190.1295,0.4639,50.7226,1,0
190.0522,0.4864,51.6969,1,0
190.212,0.5293,51.3191,1,0
190.322,0.4045,51.1732,1,0
189.9885,0.6033,51.8995,1,0
190.0909,0.3796,51.8483,1,0
189.9447,0.4891,51.9706,1,0
190.1617,0.4815,51.4241,1,0
189.8867,0.413,50.4139,1,0
189.8272,0.4071,51.1571,1,0
189.8863,0.4286,51.0885,1,0
190.119,0.3771,51.833,1,0
190.2468,0.5264,51.3434,1,0
190.1651,0.3573,51.2776,1,0
190.1686,0.3907,51.4711,1,0
190.1604,0.3905,51.2713,1,0
189.7591,0.4072,51.2195,1,0
190.1637,0.3253,50.6932,1,0
189.8072,0.3808,50.8821,1,0
190.009,0.4234,50.3729,1,0
190.0556,0.5493,51.0316,1,0
189.8477,0.399,51.421,1,0
189.7628,0.4458,50.5214,1,0
189.9743,0.5101,51.4293,1,0
189.759,0.5817,50.7186,1,0
190.0938,0.4194,49.7545,0,1
190.089,0.413,51.3687,1,0
189.9372,0.4837,51.4295,1,0
190.1946,0.3989,50.6241,1,0
189.9985,0.4473,51.7294,1,0
189.9302,0.4309,51.5356,1,0
190.0824,0.4416,50.7918,1,0
190.1031,0.4694,50.9998,1,0
189.9079,0.3956,50.7067,1,0
189.9049,0.4083,49.5987,0,1
189.929,0.4196,51.8942,1,0
190.1008,0.4174,51.9854,1,0
190.1874,0.4983,51.7382,1,0
190.1454,0.4378,51.8362,1,0
189.6049,0.4945,51.7647,1,0
190.2554,0.4977,51.361,1,0
189.9125,0.3518,51.2799,1,0
190.0004,0.4337,51.5546,1,0
190.1431,0.2805,51.1372,1,0
190.2752,0.4117,50.9794,1,0
189.9233,0.658,52.5182,1,0
190.1876,0.4014,51.1912,1,0
189.7284,0.4188,50.5469,1,0
189.9694,0.4188,51.5301,1,0
189.7006,0.4521,51.1199,1,0
190.0409,0.4108,50.8732,1,0
190.1779,0.3956,51.9439,1,0
189.9695,0.3474,51.1317,1,0
189.9209,0.4521,51.062,1,0
189.5774,0.5211,51.0631,1,0
190.0066,0.5749,50.9574,1,0
189.9831,0.4553,50.7636,1,0
190.1514,0.4746,51.3567,1,0
190.0168,0.3942,51.7084,1,0
190.1026,0.3636,51.0928,1,0
189.9234,0.5142,51.9354,1,0
189.9292,0.4421,50.7551,1,0
189.8582,0.3798,51.3458,1,0
190.0503,0.5814,51.5181,1,0
190.1606,0.3665,51.1969,1,0
190.056,0.3981,51.1139,1,0
189.9284,0.3247,50.1951,1,0
190.157,0.4449,51.09,1,0
190.2017,0.4734,51.3445,1,0
189.6889,0.4687,51.2822,1,0
189.9963,0.4318,51.7358,1,0
190.1611,0.373,50.6836,1,0
190.0287,0.3861,50.4213,1,0
189.9349,0.4913,51.6507,1,0
189.9146,0.351,50.5996,1,0
189.8807,0.5638,50.6711,1,0
189.828,0.5292,50.4089,1,0
189.884,0.4853,51.2552,1,0
189.9245,0.5276,52.1393,1,0
190.0707,0.3238,52.5475,1,0
190.2483,0.5654,50.7431,1,0
189.9311,0.646,50.9085,1,0
190.0113,0.521,49.9842,0,1
190.1972,0.5599,51.8722,1,0
190.0779,0.3981,50.9987,1,0
189.8548,0.5645,51.5618,1,0
190.0491,0.4426,51.0767,1,0
189.8415,0.4826,51.5746,1,0
189.9123,0.3712,52.1317,1,0
190.0953,0.3581,50.5746,1,0
189.9385,0.4376,50.8281,1,0
190.4119,0.5057,51.0644,1,0
190.2368,0.3903,51.72,1,0
190.1676,0.436,51.5917,1,0
190.0246,0.521,50.9788,1,0
189.9696,0.4656,50.9259,1,0
190.0721,0.3848,51.2787,1,0
189.907,0.4583,51.3466,1,0
190.052,0.5403,51.4105,1,0
189.8975,0.4309,50.7133,1,0
189.9958,0.3079,50.7456,1,0
190.2119,0.5086,51.1298,1,0
189.9288,0.3406,51.0319,1,0
190.0817,0.4797,50.4652,1,0
190.1638,0.4328,51.3121,1,0
189.8231,0.5976,51.5175,1,0
190.0785,0.4693,50.7525,1,0
190.1868,0.4809,50.5853,1,0
189.7108,0.4561,51.4226,1,0
189.9505,0.2522,51.3967,1,0
189.8407,0.393,50.7992,1,0
189.9019,0.4806,51.2726,1,0
190.1139,0.5505,51.4418,1,0
189.9716,0.5147,51.2107,1,0
190.1283,0.3701,52.7049,1,0
189.8436,0.4215,50.2478,1,0
189.8927,0.3159,51.5492,1,0
190.0546,0.5416,51.7731,1,0
190.0144,0.444,51.7171,1,0
190.1026,0.3916,51.1661,1,0
190.212,0.4789,51.3691,1,0
189.9497,0.4197,51.6274,1,0
189.9609,0.4348,51.8444,1,0
190.0416,0.3245,51.7098,1,0
190.1286,0.34,50.8789,1,0
189.8511,0.4443,51.4597,1,0
190.0719,0.4833,51.6095,1,0
189.9311,0.5211,51.6982,1,0
190.0711,0.4985,50.9979,1,0
189.8152,0.4944,51.1124,1,0
189.9863,0.3831,51.4597,1,0
190.0227,0.3888,51.0915,1,0
189.5111,0.5554,50.8816,1,0
190.2504,0.4427,51.1553,1,0
189.9643,0.4155,50.945,1,0
189.8377,0.4068,50.4624,1,0
189.8962,0.3834,51.9654,1,0
189.9811,0.5177,50.955,1,0
190.1492,0.4958,50.7082,1,0
190.2149,0.4474,51.3646,1,0
190.0221,0.4465,51.4827,1,0
190.056,0.3754,51.1115,1,0
189.7986,0.484,51.3994,1,0
189.7293,0.3487,51.6144,1,0
189.9038,0.3529,50.913,1,0
189.8451,0.478,51.2255,1,0
189.8906,0.5475,50.9249,1,0
190.1372,0.4758,51.7646,1,0
189.9672,0.4517,51.7782,1,0
189.9225,0.5672,51.0442,1,0
189.988,0.6651,51.4702,1,0
190.1629,0.4892,50.9324,1,0
189.9573,0.3896,50.6377,1,0
189.8784,0.4256,51.4852,1,0
189.8538,0.3265,50.7733,1,0
189.851,0.4456,50.935,1,0
190.0408,0.425,51.0853,1,0
190.0413,0.3886,50.5262,1,0
190.1416,0.4647,50.2162,1,0
190.0552,0.2259,51.5284,1,0
190.1307,0.5209,51.3976,1,0
189.9354,0.3454,51.4613,1,0
190.1434,0.4725,52.1422,1,0
190.0346,0.4482,51.3963,1,0
190.0028,0.5606,50.5717,1,0
190.0968,0.4386,51.008,1,0
189.7802,0.4317,51.4342,1,0
190.1558,0.5171,51.6709,1,0
190.0948,0.5635,51.3951,1,0
190.0274,0.4854,50.8933,1,0
189.8409,0.4899,50.2296,1,0
189.8998,0.5264,50.7353,1,0
190.1347,0.5235,50.8576,1,0
189.963,0.3552,51.3985,1,0
189.8666,0.539,50.7906,1,0
190.1757,0.6081,50.6173,1,0
189.8898,0.4506,50.9692,1,0
189.9231,0.4455,50.5988,1,0
189.9719,0.4315,51.1445,1,0
190.0046,0.3708,51.1826,1,0
190.0242,0.5044,51.0023,1,0
190.2553,0.4006,51.5104,1,0
190.127,0.4398,51.5594,1,0
189.7975,0.5145,51.3475,1,0
190.1973,0.5212,52.2249,1,0
190.0696,0.4445,50.4895,1,0
190.1538,0.4672,51.0067,1,0
189.9604,0.4304,51.5826,1,0
190.2987,0.3402,51.2225,1,0
189.8911,0.4213,50.8069,1,0
190.1014,0.4302,50.8433,1,0
189.9094,0.4627,51.352,1,0
190.1783,0.381,51.1439,1,0
190.2174,0.4846,51.7347,1,0
189.8943,0.4653,51.5529,1,0
190.1873,0.5794,51.346,1,0
189.9053,0.4222,51.2787,1,0
190.1253,0.3774,50.7975,1,0
189.7584,0.529,51.4755,1,0
189.8476,0.4134,52.2534,1,0
190.1404,0.4621,50.6936,1,0
189.7945,0.5245,52.4219,1,0
190.2385,0.4306,51.2821,1,0
189.9283,0.4372,52.4291,1,0
190.0845,0.4935,50.8822,1,0
190.1068,0.361,51.8243,1,0
190.0627,0.4264,51.1157,1,0
189.6628,0.3502,50.7769,1,0
189.9415,0.4261,51.1996,1,0
189.914,0.4175,50.7686,1,0
189.7531,0.4494,51.1637,1,0
189.8973,0.5292,50.2855,1,0
190.218,0.5263,50.9767,1,0
189.7978,0.4062,50.4366,1,0
189.8295,0.5319,50.1448,1,0
189.9354,0.416,50.2884,1,0
189.7548,0.4972,50.3676,1,0
190.2274,0.4532,51.5892,1,0
189.858,0.5483,50.8665,1,0
190.1398,0.3924,51.3344,1,0
190.0146,0.5722,51.845,1,0
190.035,0.4689,50.5611,1,0
190.0124,0.4889,51.0036,1,0
190.053,0.5255,50.9642,1,0
189.9484,0.5049,51.8592,1,0
190.0306,0.5191,50.689,1,0
190.1024,0.5523,51.5786,1,0
190.0977,0.4987,50.5623,1,0
190.082,0.3898,52.3945,1,0
190.1176,0.4296,51.0025,1,0
189.9373,0.4326,51.8697,1,0
190.333,0.4295,50.8614,1,0
190.1597,0.3158,51.6275,1,0
189.9587,0.4253,50.946,1,0
190.348,0.4026,50.4181,1,0
189.6183,0.4051,51.0198,1,0
190.0867,0.4393,50.6186,1,0
189.9163,0.3973,50.4867,1,0
189.744,0.528,50.7982,1,0
189.9102,0.4902,50.3166,1,0
189.9701,0.5405,51.206,1,0
189.943,0.5153,51.1729,1,0
190.2629,0.3941,51.1986,1,0
190.0438,0.5721,50.9485,1,0
189.9495,0.5147,51.9343,1,0
190.1178,0.4093,52.139,1,0
189.941,0.3588,50.5176,1,0
189.8323,0.3955,52.0783,1,0
189.8352,0.3217,50.8903,1,0
189.9911,0.4551,51.8553,1,0
189.8737,0.5202,50.9387,1,0
189.9802,0.4051,51.4067,1,0
189.8838,0.5718,50.9269,1,0
189.3827,0.3874,51.8355,1,0
189.6304,0.3532,51.065,1,0
189.7334,0.5293,50.5594,1,0
189.9727,0.5372,50.7105,1,0
190.0121,0.5096,50.9638,1,0
190.2083,0.4599,50.8376,1,0
190.2211,0.4711,50.798,1,0
190.1181,0.4728,51.4141,1,0
189.507,0.4571,50.932,1,0
190.1089,0.5788,50.7695,1,0
190.0372,0.3844,50.9335,1,0
189.813,0.2561,50.9909,1,0
190.2165,0.5086,51.7626,1,0
189.9072,0.398,51.2019,1,0
189.7893,0.4286,51.1148,1,0
189.7833,0.3523,50.9759,1,0
190.1775,0.2942,51.4271,1,0
189.7392,0.5402,51.4598,1,0
189.7861,0.4358,50.7026,1,0
190.2511,0.3956,51.3305,1,0
189.5562,0.52,50.588,1,0
189.9962,0.5029,51.0444,1,0
190.0157,0.5043,50.7993,1,0
190.2853,0.3631,51.1165,1,0
189.9984,0.5362,51.2513,1,0
190.0801,0.4055,52.663,1,0
190.1268,0.3682,50.6318,1,0
189.9463,0.4563,51.3513,1,0
189.9133,0.3411,52.0137,1,0
189.8529,0.4757,51.1361,1,0
190.0208,0.406,50.8223,1,0
189.9587,0.3356,51.2499,1,0
190.4717,0.6205,50.6321,1,0
189.864,0.6014,51.5181,1,0
189.845,0.4683,51.4156,1,0
189.973,0.3762,51.9923,1,0
189.9275,0.3497,51.1589,1,0
189.9762,0.4764,52.3898,1,0
189.9823,0.391,51.1123,1,0
190.102,0.5249,50.5826,1,0
190.0875,0.2587,51.4617,1,0
189.7976,0.4681,51.2017,1,0
189.9178,0.3675,51.016,1,0
189.9661,0.5226,51.5295,1,0
190.0166,0.4334,52.5757,1,0
190.1243,0.4236,50.4301,1,0
189.9924,0.4243,50.7137,1,0
190.0219,0.4404,50.6746,1,0
190.0094,0.3988,51.108,1,0
190.0422,0.421,52.0865,1,0
189.9299,0.492,51.2524,1,0
189.8306,0.442,51.1987,1,0
189.8155,0.4798,51.0498,1,0
190.056,0.5243,51.3646,1,0
190.2447,0.3833,51.4984,1,0
190.3595,0.4734,50.7648,1,0
190.2038,0.5006,51.0886,1,0
189.8218,0.4953,50.752,1,0
189.9755,0.4721,51.4888,1,0
190.1897,0.4127,51.8028,1,0
190.2483,0.2583,51.9302,1,0
189.9194,0.4943,51.1701,1,0
189.7405,0.3931,50.3508,1,0
189.9405,0.5055,51.6185,1,0
189.8664,0.3948,51.7004,1,0
190.0496,0.4683,50.2224,1,0
190.1893,0.5743,50.9423,1,0
189.9059,0.5155,50.6453,1,0
190.1829,0.4316,50.4398,1,0
190.0348,0.424,51.022,1,0
189.9346,0.5137,51.4012,1,0
190.0536,0.4587,50.427,1,0
190.1189,0.4018,50.6892,1,0
190.0419,0.432,50.963,1,0
190.1927,0.4926,50.6266,1,0
190.1727,0.5549,50.6648,1,0
190.0905,0.5136,51.1924,1,0
189.9841,0.453,50.7851,1,0
189.9483,0.5411,50.9616,1,0
190.345,0.3275,50.8829,1,0
190.2843,0.4481,51.8204,1,0
189.9015,0.3868,51.7415,1,0
190.2059,0.4136,51.8659,1,0
190.0018,0.4784,51.7865,1,0
190.0388,0.3145,51.8039,1,0
189.6792,0.5319,51.5007,1,0
190.0168,0.4256,51.5887,1,0
189.9555,0.5121,51.065,1,0
189.8982,0.4623,50.4923,1,0
190.0903,0.4119,51.1941,1,0
190.0486,0.4106,52.2057,1,0
190.0726,0.4181,51.3754,1,0
190.0747,0.4351,50.6423,1,0
189.9619,0.4237,53.0801,0,1
190.0844,0.4432,51.1136,1,0
190.2482,0.3288,50.8392,1,0
190.0121,0.542,51.0897,1,0
190.1831,0.5272,51.4104,1,0
189.8604,0.4116,50.4916,1,0
190.1153,0.5487,51.1607,1,0
189.859,0.514,51.1412,1,0
190.0608,0.4137,50.1997,1,0
190.3443,0.5446,51.8223,1,0
189.7642,0.4103,51.067,1,0
189.7672,0.4042,51.2955,1,0
190.1691,0.4057,51.2203,1,0
189.7256,0.4744,51.5539,1,0
189.6302,0.4982,50.8305,1,0
189.9519,0.3542,50.469,1,0
190.1899,0.4848,50.4925,1,0
190.0705,0.5079,50.7318,1,0
189.9516,0.3961,51.5186,1,0
190.2846,0.3907,50.2529,1,0
190.2142,0.3197,51.004,1,0
190.1219,0.4378,50.4324,1,0
189.8306,0.4709,51.068,1,0
190.0161,0.4745,51.0031,1,0
189.9612,0.4074,50.6289,1,0
190.3515,0.5234,51.4647,1,0
189.5917,0.5897,51.2343,1,0
190.0063,0.5436,50.9818,1,0
190.0941,0.4675,52.1957,1,0
189.7724,0.5327,50.7625,1,0
190.2138,0.3886,51.5133,1,0
190.0048,0.3618,51.5034,1,0
189.9676,0.305,52.2154,1,0
190.0338,0.4593,51.0575,1,0
190.0426,0.3797,51.8747,1,0
190.1495,0.5911,51.1287,1,0
189.8258,0.4893,51.0769,1,0
189.8352,0.4785,51.2875,1,0
189.9349,0.5379,50.8823,1,0
190.0279,0.3893,51.2789,1,0
189.9181,0.5599,50.8281,1,0
189.9367,0.5156,51.6504,1,0
190.2424,0.3715,51.2428,1,0
189.9836,0.3593,51.1881,1,0
189.96,0.5016,50.7108,1,0
189.9847,0.4809,51.134,1,0
189.9602,0.4227,50.5339,1,0
189.7749,0.483,51.0578,1,0
189.9255,0.5442,50.4677,1,0
190.0651,0.5173,51.9595,1,0
190.1791,0.5119,50.9687,1,0
190.0614,0.4143,50.2332,1,0
190.0167,0.4649,51.1663,1,0
189.9537,0.5039,50.9328,1,0
189.9737,0.5478,51.4162,1,0
189.9783,0.3997,50.9907,1,0
189.9556,0.4099,51.3445,1,0
190.0056,0.5436,52.0225,1,0
190.0499,0.4849,50.8766,1,0
190.108,0.5159,50.4432,1,0
190.0625,0.4747,51.3569,1,0
189.9141,0.4539,51.5638,1,0
189.8371,0.5387,51.1648,1,0
190.1119,0.2653,51.7519,1,0
189.8754,0.4831,50.3282,1,0
190.1496,0.4601,51.0641,1,0
190.0297,0.5152,51.0554,1,0
190.0981,0.5108,52.1556,1,0
190.3507,0.3804,51.1569,1,0
190.3369,0.467,50.7371,1,0
189.9812,0.4657,51.018,1,0
190.0142,0.3517,50.7649,1,0
189.9179,0.3794,51.0247,1,0
190.2182,0.4542,50.7919,1,0
189.8723,0.5167,50.1053,1,0
190.0603,0.3968,50.645,1,0
190.0377,0.433,50.5876,1,0
190.0691,0.4327,51.8271,1,0
189.7039,0.3582,50.6678,1,0
190.0599,0.398,52.3939,1,0
190.0263,0.4447,51.7554,1,0
190.0692,0.5286,51.5806,1,0
189.8846,0.4354,50.5675,1,0
189.9001,0.5166,51.2217,1,0
189.8414,0.424,51.1504,1,0
190.2213,0.4542,51.841,1,0
190.1327,0.4167,51.3034,1,0
189.7485,0.4731,51.5986,1,0
190.0942,0.3616,50.6123,1,0
189.8455,0.3082,51.5429,1,0
189.9062,0.5237,51.1445,1,0
190.1028,0.5147,51.326,1,0
189.7514,0.4585,50.8654,1,0
189.9336,0.2057,50.3281,1,0
190.2098,0.4707,51.8717,1,0
190.1265,0.4944,51.3224,1,0
190.2896,0.4805,51.7091,1,0
189.9941,0.4483,51.7186,1,0
190.0297,0.4503,51.1139,1,0
190.1194,0.3733,51.1251,1,0
190.1477,0.3949,51.2865,1,0
189.8198,0.4091,51.3269,1,0
190.1137,0.5254,50.9002,1,0
189.9195,0.4709,51.4791,1,0
189.694,0.4696,50.8748,1,0
189.9833,0.4199,51.0087,1,0
189.9435,0.5019,50.7469,1,0
190.0759,0.5125,50.9959,1,0
190.171,0.4975,51.8352,1,0
189.8812,0.5409,50.8013,1,0
190.0183,0.5262,51.1932,1,0
189.975,0.4884,51.3583,1,0
189.9052,0.6034,50.5099,1,0
190.1532,0.519,52.2842,1,0
190.1717,0.553,50.813,1,0
189.6523,0.4382,51.7339,1,0
190.1105,0.4978,50.3548,1,0
190.121,0.4572,51.1233,1,0
189.9938,0.522,51.1557,1,0
190.1255,0.4815,51.2395,1,0
190.14,0.4381,50.8324,1,0
190.13,0.5541,51.0911,1,0
190.1876,0.3954,51.0277,1,0
189.6454,0.4878,51.3129,1,0
189.9098,0.5061,50.8039,1,0
189.9537,0.4429,50.1238,1,0
189.9615,0.3718,51.354,1,0
190.0402,0.5151,51.1024,1,0
189.9978,0.3894,51.3079,1,0
189.9936,0.2979,51.0754,1,0
189.5137,0.3503,51.3216,1,0
189.9006,0.4984,50.4259,1,0
190.0488,0.3626,51.0027,1,0
190.067,0.4864,51.1063,1,0
190.1751,0.4669,51.4263,1,0
189.8506,0.4565,50.5294,1,0
189.8818,0.4368,51.5505,1,0
189.91,0.5486,50.4517,1,0
189.9087,0.2516,51.5185,1,0
190.0105,0.4622,51.5815,1,0
190.0724,0.5178,50.7243,1,0
190.1453,0.4284,50.8156,1,0
190.1267,0.4749,51.2748,1,0
190.0743,0.4357,50.6826,1,0
189.9213,0.4343,51.5295,1,0
189.9926,0.453,52.547,1,0
190.0413,0.38,51.8869,1,0
189.7794,0.4138,51.8,1,0
189.9348,0.4534,51.0047,1,0
190.1445,0.4163,51.9425,1,0
190.0081,0.4724,50.5826,1,0
189.9302,0.375,50.9837,1,0
190.4304,0.3962,51.2203,1,0
190.089,0.506,51.0509,1,0
190.0516,0.5098,51.0027,1,0
190.0291,0.4516,50.6447,1,0
189.9097,0.5015,51.8892,1,0
189.9667,0.4738,51.2597,1,0
190.0677,0.5586,51.6366,1,0
190.056,0.5102,51.0666,1,0
190.0091,0.4499,51.8361,1,0
190.0036,0.443,52.1288,1,0
189.8688,0.4138,51.2523,1,0
190.124,0.4814,50.6769,1,0
189.9319,0.5443,50.8744,1,0
189.993,0.5501,51.6526,1,0
189.8751,0.4874,50.8422,1,0
189.809,0.4835,51.4089,1,0
190.0874,0.4665,50.9349,1,0
189.9228,0.501,50.4816,1,0
189.9462,0.4803,51.2231,1,0
189.881,0.4433,51.6304,1,0
190.0044,0.4552,50.5136,1,0
190.0403,0.5303,50.5266,1,0
189.8602,0.3922,50.919,1,0
190.2327,0.4599,51.8951,1,0
189.6699,0.5085,51.1166,1,0
190.0509,0.4308,52.0976,1,0
189.9655,0.3687,50.7384,1,0
189.9383,0.3954,50.8854,1,0
190.37,0.4672,50.8315,1,0
189.8726,0.4963,50.6108,1,0
190.0791,0.4324,50.9843,1,0
190.2579,0.4055,50.4313,1,0
190.3374,0.3885,51.6798,1,0
190.0361,0.4865,52.2145,1,0
189.8574,0.5878,51.1606,1,0
190.0624,0.3928,51.9769,1,0
189.7296,0.5008,50.5183,1,0
189.9089,0.5517,51.5875,1,0
189.885,0.446,51.0269,1,0
190.1145,0.4995,51.9397,1,0
190.0545,0.4017,51.6125,1,0
190.0172,0.5184,51.1515,1,0
190.2971,0.4767,50.6905,1,0
189.7258,0.4151,49.9682,0,1
189.8986,0.5886,50.8193,1,0
190.2462,0.6015,50.8423,1,0
189.8933,0.5112,51.5735,1,0
190.2294,0.4256,51.1305,1,0
190.0125,0.4717,51.7328,1,0
190.0714,0.5227,51.0226,1,0
189.8612,0.4307,51.7073,1,0
189.7876,0.5443,51.2148,1,0
189.8748,0.4066,51.3246,1,0
189.8482,0.4324,51.2873,1,0
190.0007,0.5231,50.5715,1,0
190.0625,0.3989,51.0926,1,0
190.0696,0.5011,51.6471,1,0
190.1215,0.5784,50.9958,1,0
190.2392,0.4402,51.4404,1,0
189.992,0.3975,51.5377,1,0
190.0868,0.3843,51.2246,1,0
189.9589,0.5313,51.0369,1,0
189.7598,0.4421,52.0238,1,0
189.737,0.5646,51.8008,1,0
190.0099,0.4673,50.6742,1,0
189.8939,0.4518,51.2284,1,0
189.8186,0.4452,50.4713,1,0
189.8821,0.4127,51.1611,1,0
190.0847,0.3636,51.4249,1,0
190.1611,0.3715,51.4366,1,0
189.9471,0.4326,51.123,1,0
190.1012,0.4304,51.7711,1,0
190.003,0.5566,52.1774,1,0
189.6555,0.4816,50.6839,1,0
189.8505,0.3807,50.9332,1,0
190.0935,0.4452,51.1021,1,0
190.1925,0.4969,51.9025,1,0
189.8164,0.489,51.3592,1,0
190.037,0.4443,51.9344,1,0
189.8733,0.5217,50.3449,1,0
189.9548,0.326,51.2556,1,0
190.0275,0.439,51.7249,1,0
190.1042,0.5073,50.5277,1,0
190.1925,0.4678,50.1068,1,0
190.0192,0.416,51.1204,1,0
189.8085,0.4682,51.4765,1,0
189.7366,0.5504,51.0391,1,0
189.9293,0.4064,51.0336,1,0
190.4491,0.564,51.1006,1,0
190.1346,0.4413,50.9875,1,0
189.8682,0.32,51.0175,1,0
190.0871,0.3874,51.0572,1,0
190.195,0.4918,51.8213,1,0
190.2963,0.4632,50.9209,1,0
189.9124,0.4637,50.5448,1,0
189.7154,0.3189,50.5047,1,0
190.0128,0.4407,50.713,1,0
189.9661,0.6058,50.6624,1,0
189.9219,0.4009,51.86,1,0
189.7256,0.3613,52.2192,1,0
189.9164,0.5181,50.9201,1,0
190.023,0.4464,51.3571,1,0
190.1113,0.4624,51.3412,1,0
190.081,0.5123,51.6386,1,0
189.9588,0.4824,51.77,1,0
189.9651,0.3842,50.7578,1,0
189.8074,0.4659,50.9198,1,0
189.8937,0.5965,50.9879,1,0
190.0486,0.491,50.3157,1,0
190.0201,0.4125,51.1489,1,0
190.1981,0.3545,50.3474,1,0
189.9143,0.5847,52.0727,1,0
190.1567,0.4718,50.8056,1,0
189.8816,0.4933,50.3898,1,0
189.9217,0.4357,51.514,1,0
190.0954,0.4341,50.7874,1,0
190.0193,0.4703,51.4616,1,0
189.799,0.3688,51.3368,1,0
190.1092,0.3915,51.1268,1,0
189.6775,0.5217,50.1649,1,0
189.9163,0.458,50.7146,1,0
190.0767,0.468,51.6207,1,0
189.9331,0.3898,51.5752,1,0
190.0181,0.5266,51.1952,1,0
189.7946,0.4739,51.3994,1,0
190.0309,0.4631,51.4316,1,0
189.9204,0.5412,50.7936,1,0
189.8204,0.37,51.1288,1,0
189.8757,0.5468,51.262,1,0
190.0844,0.5053,51.262,1,0
190.1021,0.3122,51.6721,1,0
189.8876,0.3254,51.2358,1,0
190.0889,0.4053,51.1477,1,0
189.8733,0.4864,51.3859,1,0
190.0135,0.4432,51.0184,1,0
189.8444,0.5047,51.1597,1,0
190.0187,0.4233,51.5748,1,0
190.1027,0.4517,50.7876,1,0
190.0599,0.3689,51.1942,1,0
190.2439,0.4808,51.6762,1,0
189.9454,0.3039,50.8873,1,0
189.801,0.5222,52.0056,1,0
189.7711,0.4892,51.6362,1,0
190.0678,0.4627,51.9053,1,0
190.0697,0.477,51.0468,1,0
190.0845,0.4973,50.0279,1,0
189.8776,0.4485,51.0384,1,0
189.7191,0.4062,50.8549,1,0
190.2006,0.4947,51.7173,1,0
189.8937,0.4854,50.664,1,0
190.0341,0.5126,51.3306,1,0
190.1097,0.4654,51.434,1,0
189.9919,0.4401,52.3256,1,0
189.9236,0.3896,51.0576,1,0
189.7565,0.4092,50.8404,1,0
189.8365,0.3906,50.9283,1,0
189.8338,0.4058,50.773,1,0
189.8422,0.4741,51.1069,1,0
189.9929,0.4516,51.4245,1,0
189.9265,0.4858,51.7209,1,0
190.0356,0.3033,51.1974,1,0
189.8466,0.4442,51.9129,1,0
190.2088,0.4659,50.8172,1,0
190.1839,0.5748,51.1975,1,0
189.8879,0.5164,50.8689,1,0
189.9633,0.4242,52.0377,1,0
190.0166,0.416,51.5721,1,0
189.8679,0.4391,51.5374,1,0
189.9275,0.5142,51.0986,1,0
190.244,0.326,51.0295,1,0
190.162,0.5446,50.6008,1,0
189.9816,0.4164,50.6678,1,0
189.6832,0.4533,50.7538,1,0
189.9694,0.45,51.4167,1,0
190.2934,0.4187,50.7708,1,0
189.8804,0.3428,51.0818,1,0
190.0916,0.4406,50.3748,1,0
189.907,0.3783,50.6102,1,0
189.9195,0.3949,51.0131,1,0
190.1975,0.5831,51.6034,1,0
190.1857,0.3218,52.1419,1,0
190.0458,0.51,51.7935,1,0
189.6906,0.3366,50.927,1,0
189.9975,0.4191,51.0262,1,0
190.1131,0.4485,52.0117,1,0
190.1774,0.4531,50.6115,1,0
190.0726,0.4145,51.0551,1,0
189.7459,0.3421,51.3087,1,0
189.9536,0.2798,51.1467,1,0
190.0566,0.4746,51.5283,1,0
189.9227,0.3307,51.9463,1,0
190.2159,0.5356,51.2297,1,0
190.1313,0.3579,52.0295,1,0
190.0188,0.4594,51.0464,1,0
189.9919,0.3937,51.7612,1,0
189.7734,0.4094,51.5225,1,0
190.3891,0.37,51.4322,1,0
189.9398,0.4392,51.378,1,0
190.2955,0.419,50.8333,1,0
190.0838,0.5359,52.0552,1,0
190.0871,0.4936,51.3102,1,0
190.3451,0.5094,50.1878,1,0
189.9166,0.4482,51.1769,1,0
189.9792,0.445,51.6308,1,0
189.7835,0.4237,51.047,1,0
190.0174,0.4559,51.4626,1,0
189.9246,0.5476,51.9446,1,0
190.098,0.4855,51.1541,1,0
190.1525,0.4208,50.4828,1,0
190.0009,0.5095,51.5893,1,0
189.8818,0.4817,51.6016,1,0
189.9406,0.3915,50.4761,1,0
189.7098,0.451,50.7093,1,0
